OG0003104_x00	GO:0005509,GO:0005737,GO:0090090
OG0004976_x00	GO:0008289
OG0000271_x01	GO:0016020,GO:0031966,GO:0070453
OG0000271_x02	GO:0016020,GO:0031966,GO:0070453
OG0010540_x00	GO:0005515,GO:0005112,GO:0007219,GO:0007160,GO:0005509
OG0007704_x00	GO:0005515,GO:0003723,GO:0006396,GO:0005686,GO:0045292,GO:0071004,GO:0071013,GO:0000381
OG0008812_x00	GO:0071564
OG0007028_x00	GO:0051082,GO:0005524,GO:0006457,GO:0016887,GO:0140662,GO:0005832
OG0009920_x00	GO:0005737,GO:0006606
OG0008136_x00	GO:0003676,GO:0003723,GO:0006396,GO:0006874,GO:0048471
OG0009244_x00	GO:0004659,GO:0016020,GO:0031305,GO:0002083,GO:0006744,GO:0016765
OG0001131_x00	GO:0016020,GO:0005923,GO:0007155,GO:0070830,GO:0005198,GO:0005886
OG0005836_x00	GO:0005515,GO:0003682,GO:0048188
OG0001131_x01	GO:0005198,GO:0005923,GO:0016020,GO:0007155,GO:0070830,GO:0005886
OG0006944_x00	GO:0005730,GO:0032040
OG0011400_x00	GO:0005515,GO:0005829,GO:0043022,GO:0045182,GO:0072344,GO:0001934,GO:0005080,GO:0005634
OG0000494_x01	GO:0015078,GO:0033177,GO:1902600,GO:0015986,GO:0045263,GO:0000276
OG0000494_x02	GO:0015078,GO:0033177,GO:1902600,GO:0015986,GO:0045263,GO:0000276
OG0010087_x00	GO:0005540,GO:0007155,GO:0005615,GO:0050728
OG0001006_x00	GO:0003677,GO:0006355,GO:0006357,GO:0048856,GO:0000978,GO:0000981
OG0011195_x00	GO:0005179,GO:0005576,GO:0090187,GO:0090274,GO:1903640,GO:0005102,GO:0005615,GO:0007420
OG0001006_x01	GO:0003677,GO:0006355,GO:0006357,GO:0048856,GO:0000978,GO:0000981
OG0002114_x00	GO:0042593,GO:0004842
OG0002114_x01	GO:0004842,GO:0042593
OG0003222_x00	GO:0016491,GO:0046592
OG0004330_x00	GO:0006979,GO:0016684,GO:0046295,GO:1901215,GO:1903189,GO:0005634,GO:0005737,GO:0005739
OG0008359_x00	GO:0008305,GO:0009897,GO:0033627,GO:0098609,GO:0005178,GO:0007160,GO:0007229,GO:0007155
OG0000922_x01	GO:0001822,GO:0007275
OG0000246_x00	GO:0031267,GO:0030833
OG0009467_x00	GO:0030838,GO:0031267,GO:0031274,GO:0005737,GO:0008360,GO:0016020
OG0000246_x01	GO:0030833,GO:0031267
OG0001354_x01	GO:0007032,GO:0042147,GO:0055037,GO:0001881,GO:0005769,GO:0005802
OG0000246_x02	GO:0031267,GO:0030833,GO:0050870
OG0002462_x00	GO:0032281,GO:0051968,GO:0098839,GO:0098943,GO:0098970,GO:0099590,GO:2000311,GO:0005245,GO:0016247,GO:0019226,GO:0005891,GO:0070588,GO:0016020,GO:0006816
OG0003570_x00	GO:0043113,GO:0045197,GO:0097120,GO:0098609,GO:0009790,GO:0016323,GO:0030054,GO:0005515
OG0011623_x00	GO:0005737,GO:0016491
OG0000594_x00	GO:0005923,GO:0007155,GO:0070830,GO:0005198,GO:0005886,GO:0016020
OG0000594_x01	GO:0016020,GO:0005923,GO:0007155,GO:0070830,GO:0005198,GO:0005886
OG0009219_x00	GO:0003747,GO:0006415
OG0006919_x00	GO:0006388,GO:0003676
OG0001577_x00	GO:0005667,GO:0006355,GO:0090090,GO:0003714,GO:0005634,GO:0005515
OG0000469_x01	GO:0003700,GO:0006355,GO:0000981,GO:0003677,GO:0000978,GO:0006357
OG0006093_x00	GO:0016020
OG0000469_x02	GO:0003677,GO:0003700,GO:0006355,GO:0000981,GO:0000978,GO:0006357
OG0002685_x00	GO:0003723,GO:0003676
OG0010738_x00	GO:0140013,GO:0000080,GO:0000780,GO:0000800
OG0011846_x00	GO:0031298,GO:0043111,GO:0048478,GO:0000076,GO:0003677,GO:0006281
OG0003793_x00	GO:0019005,GO:0031146
OG0004305_x00	GO:0005739,GO:0047631
OG0005413_x00	GO:0005737
OG0006521_x00	GO:0043231,GO:0016830,GO:0019752,GO:0030170
OG0001329_x01	GO:0004651
OG0003545_x00	GO:0005794
OG0004653_x00	GO:0016020,GO:0051051
OG0005761_x00	GO:0031267,GO:0043231,GO:0045055,GO:0045335,GO:0055037,GO:0005739,GO:0005769,GO:0030141
OG0009044_x00	GO:0006886,GO:0019905,GO:0031201,GO:0005483,GO:0005774,GO:0005515
OG0005636_x00	GO:0046983
OG0006744_x00	GO:0002088,GO:0030154
OG0011200_x00	GO:0005515,GO:0006355,GO:0070577,GO:0000785,GO:0005634,GO:0006338
OG0006068_x00	GO:0004672,GO:0005524,GO:0006468,GO:0004674,GO:0005634,GO:0044773
OG0007176_x00	GO:0005789,GO:0031175,GO:0033149,GO:0005886
OG0008960_x00	GO:0003785
OG0008284_x00	GO:0008083,GO:0005737,GO:0008284,GO:0008543,GO:0009887,GO:0010628,GO:0030154,GO:0030334,GO:0001934,GO:0005104,GO:0005615
OG0004876_x00	GO:0004672,GO:0006468,GO:0005524
OG0000171_x00	GO:0046294,GO:0051903,GO:0004024,GO:0005829,GO:0008270,GO:0016491,GO:0006069
OG0005984_x00	GO:0005739,GO:0015035
OG0000171_x01	GO:0008270,GO:0016491,GO:0006069,GO:0042572,GO:0042573,GO:0004024,GO:0004745,GO:0005829
OG0010440_x00	GO:0007186,GO:0043235,GO:0004930,GO:0005768,GO:0005886,GO:0016020
OG0007604_x00	GO:0048208,GO:0070971,GO:0070973,GO:0006914,GO:0007030,GO:0012507
OG0008036_x00	GO:0005886,GO:0007155,GO:0005509,GO:0016020,GO:0007156,GO:0005887
OG0009820_x00	GO:0016020,GO:0004930,GO:0007186,GO:0008502,GO:0005886
OG0007399_x00	GO:0070131,GO:0005085,GO:0005743,GO:0019843
OG0004628_x00	GO:0043565,GO:0003697,GO:0003723,GO:0016070,GO:0005634,GO:0005737
OG0000394_x00	GO:0003924,GO:0005525,GO:0005794,GO:0005768
OG0007952_x00	GO:0004930,GO:0007186,GO:0005509,GO:0016020,GO:0004888,GO:0007166,GO:0005887,GO:0007189
OG0000394_x01	GO:0005525,GO:0003924,GO:0005794,GO:0005768
OG0011300_x00	GO:0005758
OG0009019_x00	GO:0008083,GO:0008284,GO:0045840,GO:0005154,GO:0005615,GO:0007173
OG0010663_x00	GO:0005515
OG0011771_x00	GO:0005739,GO:0005747
OG0002014_x00	GO:0005515,GO:0030544
OG0003122_x00	GO:0016021
OG0007827_x00	GO:0016020,GO:0031175,GO:0043025,GO:0044295,GO:0005886,GO:0030175
OG0004230_x00	GO:0005856,GO:0035332,GO:0098592
OG0008935_x00	GO:0006099,GO:0006101,GO:0030350,GO:0051538,GO:0051539,GO:0003994,GO:0005739,GO:0005829
OG0000822_x00	GO:0016209,GO:0016491,GO:0051920,GO:0008379,GO:0033554,GO:0042744,GO:0045454,GO:0005783,GO:0005829,GO:0006979
OG0008259_x00	GO:0051965,GO:0060076,GO:0097091,GO:0098839,GO:0016020,GO:0030672,GO:0043231
OG0000822_x01	GO:0016209,GO:0016491,GO:0051920,GO:0019430,GO:0033554,GO:0042744,GO:0045321,GO:0045454,GO:0005829,GO:0006979,GO:0008379
OG0000146_x00	GO:0005515,GO:0005249,GO:0006813,GO:0016020,GO:0008076,GO:0016021,GO:0032590,GO:0032809,GO:0042734,GO:0043679,GO:0045211,GO:0071805,GO:0005251,GO:0055085,GO:0005216,GO:0006811,GO:0051260
OG0001930_x00	GO:0055085,GO:0005216,GO:0006811,GO:0016020,GO:0005249,GO:0006813,GO:0042391,GO:0071805,GO:0086011,GO:0005242,GO:0005887
OG0009367_x00	GO:0005515,GO:0016192,GO:0007399,GO:0060271,GO:0001736,GO:0005737,GO:0005929
OG0005959_x00	GO:0015227,GO:0022857,GO:1902603,GO:0005740,GO:0006810,GO:0006839
OG0001254_x00	GO:0005506,GO:0016705,GO:0020037,GO:0004497
OG0000146_x02	GO:0005515,GO:0055085,GO:0005216,GO:0006811,GO:0016020,GO:0051260,GO:0005249,GO:0006813,GO:0008076,GO:0016021,GO:0032590,GO:0032809,GO:0042734,GO:0043679,GO:0045211,GO:0071805,GO:0005251
OG0002362_x00	GO:0003955,GO:0005829
OG0001254_x01	GO:0020037,GO:0004497,GO:0005506,GO:0016705
OG0003470_x00	GO:0005509,GO:0005544,GO:0051560,GO:0003418,GO:0097190,GO:0005262,GO:0005525,GO:0005737,GO:0005925,GO:0006937,GO:0015276,GO:0015485,GO:0035374,GO:0001755,GO:0051015,GO:0001778,GO:0051283,GO:0001786
OG0007499_x00	GO:0005515,GO:0005794,GO:0007030
OG0002237_x00	GO:0005634,GO:0006355
OG0003345_x00	GO:0008270,GO:0004843,GO:0016579
OG0004453_x00	GO:0005515,GO:0008278,GO:0034991,GO:1990414,GO:0003682,GO:0007062
OG0009119_x00	GO:0062023,GO:0005615,GO:0030971,GO:0048014
OG0005561_x00	GO:1905515
OG0011871_x00	GO:0008541,GO:0043248,GO:0000502,GO:0000724,GO:0006406
OG0000369_x00	GO:0004181,GO:0006508,GO:0008270,GO:0005615
OG0006819_x00	GO:0005515,GO:0004465,GO:0006629,GO:0016042,GO:0016298,GO:0019433,GO:0034185,GO:0034372,GO:0005615,GO:0006633,GO:0052689
OG0001477_x00	GO:0005515,GO:0043065,GO:0062023,GO:0004252,GO:0006508,GO:0012501
OG0000369_x01	GO:0004181,GO:0006508,GO:0008270,GO:0005615
OG0002585_x00	GO:0003723,GO:0005681,GO:0048026,GO:0003676
OG0000369_x02	GO:0004181,GO:0006508,GO:0008270,GO:0005615
OG0010638_x00	GO:0004672,GO:0005524,GO:0006468,GO:0018105,GO:0004683,GO:0005516,GO:0005622
OG0001477_x01	GO:0005515,GO:0005576,GO:0004252,GO:0006508
OG0003693_x00	GO:0005515
OG0011746_x00	GO:0006886,GO:0016192,GO:0005525,GO:0005737,GO:0005794
OG0004205_x00	GO:0007017,GO:0030286
OG0005313_x00	GO:0032543,GO:0003735,GO:0005763
OG0006421_x00	GO:0038023,GO:0043235,GO:0007399,GO:0009897
OG0001229_x00	GO:0016020,GO:0016757,GO:0000139,GO:0007389,GO:0033829,GO:0008375,GO:0008593
OG0001229_x01	GO:0000139,GO:0007389,GO:0033829,GO:0016020,GO:0016757,GO:0008375,GO:0008593
OG0002337_x00	GO:0005515,GO:0042393,GO:0045892,GO:0003682,GO:0005634,GO:0035102,GO:0008270
OG0003445_x00	GO:0005515,GO:0005085,GO:0035556,GO:0007165,GO:0016020,GO:0045202,GO:0050772,GO:0090630,GO:0007264
OG0004553_x00	GO:0004930,GO:0007186,GO:0016020,GO:0038046,GO:0038003,GO:0042277,GO:0042923,GO:0043005,GO:0005887,GO:0007218,GO:0004985
OG0004428_x00	GO:0051560,GO:1990246,GO:0019855,GO:0031305,GO:0036444
OG0005536_x00	GO:0005515,GO:0030176
OG0006644_x00	GO:0005272,GO:0006814,GO:0016020,GO:0015280,GO:0034706,GO:0035725,GO:0005887
OG0007752_x00	GO:0003975,GO:0006487,GO:0006488,GO:0016020,GO:0016780,GO:0016021
OG0008860_x00	GO:0016020,GO:0031902,GO:0072594,GO:0005765,GO:0005886
OG0007076_x00	GO:0051726,GO:0008285,GO:0032007,GO:0033596
OG0008184_x00	GO:0005506,GO:0016705,GO:0020037,GO:0004497,GO:0016712,GO:0043231,GO:0005737,GO:0006082,GO:0006805
OG0004776_x00	GO:0005515,GO:0003676,GO:0006370,GO:0097309,GO:0004483,GO:0005634,GO:0005737,GO:0008168,GO:0032259,GO:0006974,GO:0016567,GO:0004842,GO:0006302
OG0005884_x00	GO:0005829,GO:0005840,GO:0005886,GO:0140662,GO:0005524,GO:0005634,GO:0005737
OG0000071_x01	GO:0004364,GO:0006749
OG0006992_x00	GO:0060236,GO:0005819,GO:0005874,GO:0032147
OG0000071_x03	GO:0004364,GO:0006749
OG0007504_x00	GO:0016020,GO:0004930,GO:0007186,GO:0071467
OG0001054_x00	GO:0043087,GO:0035556,GO:0005096,GO:0005543,GO:0046580
OG0008612_x00	GO:0097484,GO:0001099,GO:0003723,GO:0005730
OG0001054_x01	GO:0043087,GO:0005096,GO:0046580,GO:0035556
OG0009720_x00	GO:0005515,GO:0005524,GO:0140658
OG0004528_x00	GO:0006874,GO:0016616,GO:0016491
OG0000970_x00	GO:0030154,GO:0045739,GO:0048856,GO:2001240,GO:0004725,GO:0005634,GO:0007275
OG0004999_x00	GO:0003676,GO:0005634,GO:0005662,GO:0006260,GO:0006281,GO:0006289,GO:0006310,GO:0007004,GO:0043047,GO:0051321,GO:0000724,GO:0003677,GO:0003684
OG0000294_x00	GO:0016208,GO:0019887,GO:0019901,GO:0031588,GO:0050790,GO:0005634,GO:0005737,GO:0006468
OG0000970_x01	GO:0007275,GO:0030154,GO:0045739,GO:0048856,GO:2001240,GO:0004725,GO:0005634
OG0000294_x01	GO:0016208,GO:0019887,GO:0019901,GO:0031588,GO:0050790,GO:0005634,GO:0005737,GO:0006468
OG0000294_x02	GO:0016208,GO:0019887,GO:0019901,GO:0031588,GO:0050790,GO:0005634,GO:0005737,GO:0006468
OG0010563_x00	GO:0005886,GO:0008381,GO:0016020
OG0011671_x00	GO:0045893,GO:0007275,GO:0008270,GO:0008543
OG0003022_x00	GO:0003700,GO:0006355,GO:0005667,GO:0006357,GO:0008134,GO:0033173,GO:0000978,GO:0000981,GO:0001816,GO:0003677
OG0007727_x00	GO:0004001,GO:0006166,GO:0005829,GO:0006144,GO:0005634,GO:0016301
OG0004130_x00	GO:0034474,GO:0032039
OG0009943_x00	GO:0032516,GO:0034976,GO:0000164,GO:0005783,GO:0019888
OG0008159_x00	GO:0005524,GO:0051082,GO:0006457,GO:0016887,GO:0140662,GO:0005832
OG0000722_x00	GO:0007269,GO:0016192,GO:0017075,GO:0019905,GO:0030141,GO:0005886,GO:0006886,GO:0006904
OG0009267_x00	GO:0017174,GO:0016594,GO:0042802,GO:0046498,GO:0046500,GO:0051289,GO:1901052,GO:1904047,GO:0005829,GO:0006111,GO:0006730
OG0001830_x00	GO:0004930,GO:0005887,GO:0007186,GO:0016020
OG0000046_x00	GO:0003700,GO:0006355,GO:0043565,GO:0008134,GO:0019904,GO:0009653,GO:0030154,GO:0000978,GO:0000981,GO:0006357
OG0000046_x01	GO:0003700,GO:0006355,GO:0043565,GO:0009653,GO:0030154,GO:0000978,GO:0000981,GO:0006357
OG0001154_x00	GO:0005739,GO:0035999,GO:0004477,GO:0004487,GO:0004488,GO:0003824
OG0005859_x00	GO:0005634,GO:0005829,GO:0006457,GO:0005524,GO:0140662
OG0010315_x00	GO:0000184
OG0001154_x01	GO:0004488,GO:0005739,GO:0035999,GO:0004477,GO:0004487,GO:0003824
OG0002262_x00	GO:0005179,GO:0005576,GO:0006182,GO:0007168
OG0000046_x03	GO:0008134,GO:0019904,GO:0003700,GO:0006355,GO:0043565,GO:0009653,GO:0030154,GO:0000978,GO:0000981,GO:0006357
OG0001029_x00	GO:0005829,GO:0006470,GO:0007165,GO:0019888,GO:0072542,GO:0000159,GO:0005634
OG0001029_x01	GO:0005829,GO:0006470,GO:0007165,GO:0019888,GO:0072542,GO:0000159,GO:0005634
OG0002137_x00	GO:0005634,GO:0042054,GO:0005515
OG0003245_x00	GO:0006886,GO:0016192,GO:0034058,GO:0005737,GO:0006914,GO:0016020
OG0004353_x00	GO:0005856,GO:0005886,GO:0014704,GO:0016020,GO:0042060,GO:0043588,GO:0045104,GO:0098609,GO:0005198,GO:0005737,GO:0005882,GO:0005515
OG0000945_x00	GO:0004930,GO:0016020,GO:0007186,GO:0004888,GO:0007166,GO:0015056,GO:0017046,GO:0030425,GO:0043404,GO:0043679,GO:0060291,GO:0005886,GO:0007188,GO:0008528
OG0000269_x00	GO:0005515,GO:0035556
OG0000945_x01	GO:0004930,GO:0016020,GO:0007186,GO:0004888,GO:0007166,GO:0008528,GO:0015056,GO:0017046,GO:0043005,GO:0043404,GO:0051424,GO:0005886,GO:0007188,GO:0007189
OG0010538_x00	GO:0004867,GO:0030198,GO:0031012,GO:0004222,GO:0006508
OG0001377_x01	GO:0005634
OG0002485_x00	GO:0003677,GO:0042975,GO:0045944,GO:0003682,GO:0009887,GO:0035517,GO:0006355
OG0003593_x00	GO:0003924,GO:0005525,GO:0016192
OG0012078_x00	GO:0005886,GO:0031175
OG0004105_x00	GO:0005814,GO:0045162,GO:0060271
OG0009918_x00	GO:0005509,GO:0007417,GO:0010001,GO:0045202,GO:0072534,GO:0001501,GO:0002052,GO:0005615,GO:0005540,GO:0007155
OG0005213_x00	GO:0005887,GO:0008021,GO:0015299,GO:0005247,GO:0005769,GO:0005794,GO:0055085,GO:0006821,GO:0016020
OG0010886_x00	GO:0018406,GO:0000030,GO:0005637,GO:0016020
OG0006321_x00	GO:0030976,GO:0070062,GO:0004802,GO:0005789,GO:0009052,GO:0003824
OG0001129_x00	GO:0048870,GO:0005886,GO:0007015,GO:0032045
OG0002913_x00	GO:0008233,GO:0070646
OG0001805_x01	GO:0004843,GO:0016579
OG0001129_x01	GO:0003724,GO:0003676,GO:0005524
OG0011869_x00	GO:0005930,GO:0042073
OG0008412_x00	GO:0005634,GO:0005737,GO:0004674,GO:0005524,GO:0006468,GO:0004672
OG0009520_x00	GO:0005737,GO:0019172,GO:0019243
OG0005436_x00	GO:0003677,GO:0000976,GO:0005634,GO:0006357
OG0006544_x00	GO:0005515,GO:0004672,GO:0005524,GO:0006468,GO:0004709,GO:0033554
OG0007652_x00	GO:0005737,GO:0016757
OG0008084_x00	GO:0008475,GO:0005783,GO:0017185,GO:0005506,GO:0016705,GO:0031418
OG0003568_x00	GO:0016616,GO:0005739,GO:0006574,GO:0008442,GO:0016491,GO:0051287,GO:0050661
OG0009192_x00	GO:0005737,GO:0050262
OG0004676_x00	GO:0006906,GO:0016082,GO:0019905,GO:0031201,GO:0031629,GO:0005484,GO:0005886,GO:0006887
OG0005784_x00	GO:0003743,GO:0006413,GO:0016281,GO:0000340,GO:0003723,GO:0005737
OG0006892_x00	GO:0008483,GO:0016212,GO:1901605,GO:0009058,GO:0030170
OG0010240_x00	GO:0005840,GO:0006412,GO:0022627,GO:0000028,GO:0003735,GO:0015935,GO:0003723
OG0009067_x00	GO:0004843,GO:0016579,GO:0005737
OG0011969_x00	GO:0035610,GO:0004181,GO:0006508,GO:0008270
OG0007404_x00	GO:0140359,GO:0005524,GO:0016020,GO:0055085,GO:0016887,GO:0042626,GO:0005743,GO:0006879,GO:0016021
OG0008512_x00	GO:0003676,GO:0003723,GO:1990904
OG0010115_x00	GO:0004359,GO:0006541,GO:0005515,GO:0006543,GO:0006537
OG0009620_x00	GO:0003676,GO:0005524,GO:0003723,GO:0004386,GO:0005622,GO:0003724,GO:0006413
OG0003170_x00	GO:0006397,GO:0003723,GO:0005681,GO:0048024
OG0007875_x00	GO:0000166,GO:0044237,GO:0003676,GO:0000467,GO:0003727,GO:0005730,GO:0071035,GO:0071036,GO:0071037,GO:0071038,GO:0071039,GO:0071040,GO:0071044,GO:0000175,GO:0071051,GO:0000176,GO:0006396,GO:0006139,GO:0008408
OG0008983_x00	GO:0003723,GO:0004000,GO:0006396,GO:0005737,GO:0006382,GO:0008251,GO:0003725,GO:0003726,GO:0005730
OG0007199_x00	GO:0003723,GO:0005515,GO:0006355,GO:0007399,GO:0048856,GO:0000122,GO:0005634
OG0012331_x00	GO:0004896,GO:0016020,GO:0005515
OG0000870_x00	GO:0016746,GO:0003841,GO:0005741,GO:0012505
OG0004899_x00	GO:0008270,GO:0005737,GO:0006511,GO:0016567,GO:0031624,GO:0032436,GO:0061630,GO:0000151,GO:0000209,GO:0004842
OG0000870_x01	GO:0016746,GO:0003841,GO:0005783,GO:0012505
OG0000194_x00	GO:0046872,GO:0003723,GO:0005634,GO:0043484
OG0000194_x01	GO:0046872,GO:0003723,GO:0005634,GO:0043484
OG0010463_x00	GO:0008508,GO:0015721,GO:0016020
OG0000194_x02	GO:0003723,GO:0005634,GO:0043484,GO:0046872
OG0011571_x00	GO:0042393,GO:0043985,GO:0005634
OG0006519_x00	GO:0005922,GO:0007154,GO:0022857,GO:0007267,GO:0007507,GO:0010644,GO:0005243
OG0008735_x00	GO:0008273,GO:0070588,GO:0005262,GO:0005887,GO:0006874,GO:0016020,GO:0055085
OG0008059_x00	GO:0005975,GO:0004801,GO:0005737,GO:0006098,GO:0009052,GO:0005622
OG0009167_x00	GO:0016787,GO:0004046,GO:0005737,GO:0006520
OG0005759_x00	GO:0030576,GO:0032183,GO:0015030,GO:0016926
OG0001730_x01	GO:0006874,GO:0014826,GO:0031707,GO:0031708,GO:0060585,GO:0003100,GO:0005179,GO:0005615,GO:0005576,GO:0019229
OG0010215_x00	GO:0005524,GO:0016772,GO:0042352,GO:0050201
OG0006867_x00	GO:0004672,GO:0006468,GO:0005515,GO:0007165,GO:0005737,GO:0005524
OG0005013_x00	GO:0003724,GO:0005524,GO:0030490,GO:0003676
OG0007975_x00	GO:0018022,GO:0005737,GO:0005829,GO:0016279
OG0010686_x00	GO:0005515
OG0006121_x00	GO:0045028,GO:0007186,GO:0016020,GO:0030321,GO:0045030,GO:0005886,GO:0038023,GO:0004930
OG0011794_x00	GO:0006437,GO:0000166,GO:0004831,GO:0005524,GO:0006418,GO:0004812,GO:0005829,GO:0043039,GO:0005739,GO:0003723
OG0003145_x00	GO:0009986,GO:0016020,GO:0016477
OG0008958_x00	GO:0005515
OG0005361_x00	GO:0005515,GO:0005085,GO:0090630
OG0000845_x00	GO:0005667,GO:0006355,GO:0006357,GO:0007179,GO:0009653,GO:0030154,GO:0030509,GO:0060395,GO:0070411,GO:0071144,GO:0000978,GO:0000981,GO:0005515
OG0000845_x01	GO:0006355,GO:0005515,GO:0005667,GO:0006357,GO:0007179,GO:0009653,GO:0030154,GO:0030509,GO:0060395,GO:0070411,GO:0071144,GO:0000978,GO:0000981
OG0001277_x00	GO:0005576
OG0002385_x00	GO:0005515,GO:0016020,GO:0004252,GO:0006508,GO:0008217,GO:0016486
OG0001277_x01	GO:0005576,GO:0005615
OG0003493_x00	GO:0007268,GO:0015377,GO:0015379,GO:0016020,GO:0055064,GO:0055075,GO:1902476,GO:1990573,GO:0005886,GO:0006811,GO:0006884,GO:0022857,GO:0055085
OG0004005_x00	GO:0043066,GO:0005739,GO:0007005,GO:0019901,GO:0031072,GO:0051082
OG0009818_x00	GO:0000175,GO:0000288,GO:0005739,GO:0003824
OG0005113_x00	GO:0005515,GO:0051721,GO:0005783,GO:0035307,GO:0042326
OG0003368_x00	GO:0005737,GO:0070042,GO:0070475
OG0006221_x00	GO:0016020,GO:0005923,GO:0007155,GO:0070830,GO:0005198,GO:0005886
OG0004476_x00	GO:0015629,GO:0030042,GO:0030043,GO:0030479,GO:0051014,GO:0051015,GO:0005737,GO:0003779
OG0010786_x00	GO:0006886,GO:0031267,GO:0005634,GO:0005737,GO:0006405,GO:0006611,GO:0042565,GO:0003723,GO:0005049
OG0002813_x00	GO:0005515,GO:0016323,GO:0030054,GO:0043113,GO:0045197,GO:0045211,GO:0097120,GO:0098609,GO:0098887,GO:0098968,GO:0005912,GO:0009790,GO:0014069
OG0001705_x01	GO:0016020
OG0005584_x00	GO:0016746,GO:0004366,GO:0005886,GO:0008654,GO:0008374,GO:0044255,GO:0019432,GO:0031966,GO:0006072,GO:0006631
OG0006692_x00	GO:0000724,GO:0097196,GO:0008270
OG0010040_x00	GO:0018230,GO:0019706,GO:0005783,GO:0005794,GO:0006612,GO:0016409
OG0007204_x00	GO:0070373,GO:0071222,GO:0006357,GO:0043124,GO:0051019
OG0008312_x00	GO:0005506,GO:0016226,GO:0051536,GO:0006879,GO:0008198,GO:0051537,GO:0005737,GO:0005759
OG0009420_x00	GO:0000062,GO:0005515
OG0004904_x00	GO:0007165,GO:0005737
OG0001928_x00	GO:0004181,GO:0006508,GO:0008270,GO:0016485,GO:0005615,GO:0006518
OG0006444_x00	GO:0005634
OG0007552_x00	GO:0005737,GO:0030178,GO:0005509
OG0008660_x00	GO:0005759,GO:0005886,GO:0009986,GO:0030449,GO:0030984,GO:0042256,GO:0048025,GO:0001849,GO:0003714,GO:0005634
OG0003468_x00	GO:0016538,GO:0005634,GO:0006357
OG0009092_x00	GO:0001920,GO:0042101,GO:0050862
OG0004576_x00	GO:0004672,GO:0006468,GO:0005524,GO:0004674,GO:0035556,GO:0000287,GO:0006355,GO:0018105
OG0005684_x00	GO:0005525
OG0006792_x00	GO:0005515,GO:0005777,GO:0016020,GO:0016560,GO:1990429,GO:0005778
OG0010140_x00	GO:0005737,GO:0030246
OG0001530_x01	GO:0005515
OG0007304_x00	GO:0005515,GO:0016409,GO:0005794,GO:0018345
OG0006667_x00	GO:0005515,GO:0031048,GO:0071013,GO:1902369
OG0010015_x00	GO:0004672,GO:0005524,GO:0006468
OG0003070_x00	GO:0007165,GO:0005085,GO:0007264,GO:0007265,GO:0043547,GO:0005886
OG0011123_x00	GO:0051480,GO:0005783,GO:0045672,GO:0045780
OG0007099_x00	GO:0005737,GO:0004843,GO:0016579
OG0008883_x00	GO:0005524,GO:0016887,GO:0005737
OG0000770_x00	GO:0007165,GO:0008195,GO:0046839,GO:0005887,GO:0006644
OG0009991_x00	GO:0003676,GO:0060213,GO:0000932,GO:0005654,GO:0035195
OG0000094_x00	GO:0015276,GO:0032281,GO:0035249,GO:0038023,GO:0043197,GO:0050804,GO:0098839,GO:0099583,GO:1904315,GO:0004971,GO:0005886,GO:0008066,GO:0016020,GO:0005216,GO:0006811
OG0000770_x01	GO:0007165,GO:0008195,GO:0046839,GO:0005887,GO:0006644
OG0004799_x00	GO:0016887,GO:0003677,GO:0005524,GO:0032508,GO:0005634,GO:0017116,GO:0042555,GO:0000724,GO:0003697
OG0000094_x01	GO:0015276,GO:0016020,GO:0032281,GO:0035249,GO:0038023,GO:0043197,GO:0050804,GO:0098839,GO:1904315,GO:0004971,GO:0005886,GO:0008066,GO:0005216,GO:0006811
OG0000094_x02	GO:0015276,GO:0016020,GO:0038023,GO:0005216,GO:0006811,GO:0032281,GO:0035249,GO:0043197,GO:0050804,GO:0098839,GO:1904315,GO:0004971,GO:0005886,GO:0008066
OG0000094_x03	GO:0015276,GO:0016020,GO:0032281,GO:0035249,GO:0038023,GO:0043197,GO:0050804,GO:0098839,GO:1904315,GO:0004971,GO:0005886,GO:0008066,GO:0005216,GO:0006811
OG0006419_x00	GO:0032981,GO:0005739,GO:0005747,GO:0022900
OG0007527_x00	GO:0003676,GO:0008270,GO:0005730
OG0001077_x00	GO:0005509
OG0002185_x00	GO:0004672,GO:0005524,GO:0006468
OG0008635_x00	GO:0005615,GO:0005515
OG0001077_x01	GO:0005509
OG0000522_x00	GO:0006355,GO:0003700,GO:0005634,GO:0006357,GO:0000978,GO:0000981
OG0000522_x01	GO:0006355,GO:0005634,GO:0006357,GO:0000978,GO:0000981,GO:0003700
OG0001630_x00	GO:0003677,GO:0048484,GO:0000977,GO:0000981,GO:0006357
OG0005659_x00	GO:0005515,GO:0005509,GO:0042562,GO:0043235,GO:0005886,GO:0006898,GO:0016324
OG0006767_x00	GO:0005829,GO:0008143,GO:0008266,GO:1990904,GO:0003723,GO:0003730,GO:0005634,GO:0003676
OG0000993_x01	GO:0003676,GO:0005524,GO:0003724,GO:0010494,GO:0016973,GO:0003723,GO:0005634
OG0010586_x00	GO:0010460,GO:0031700,GO:1990410,GO:0003073,GO:0005615,GO:0007189,GO:0005179,GO:0005576
OG0006021_x00	GO:0006355,GO:0003677,GO:0003700,GO:0005634,GO:0000978,GO:0006357,GO:0000981,GO:0001228
OG0011694_x00	GO:0004222,GO:0006364
OG0002613_x00	GO:1902414,GO:0005912,GO:0007156,GO:0007157
OG0001505_x01	GO:0062023,GO:0001527,GO:0048048
